id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1594799661558423552,2022-11-21 21:07:23+00:00,0,9,no,None,RT @AssemblyDems: 🗣️ Ensure the legitimacy of your #California Middle Class Tax Refund Card: verify that your card appears like the example…
