id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1594051963695468544,2022-11-19 19:36:18+00:00,0,9,no,None,RT @AssemblyDems: 🗣️ Ensure the legitimacy of your #California Middle Class Tax Refund Card: verify that your card appears like the example…
