id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1595814478196654080,2022-11-24 16:19:55+00:00,3,0,no,,Wishing everybody a happy #Thanksgiving today as we gather safely and warmly with our loved ones. May today be full of gratitude and joy for each and every one of you. https://t.co/YXMADAbjEI
1594782062569193473,2022-11-21 19:57:27+00:00,0,3,no,None,"RT @SanJoaquinRTD: Ride RTD FREE tomorrow to Veterans Stand Down. In partnership with Assemblymember Carlos Villapudua @asmvillapudua, we'r…"
