id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1596548015934050306,2022-11-26 16:54:44+00:00,24,6,no,,"Small businesses are the backbone of the California economy! As we celebrate this holiday season, let’s make sure to celebrate and support small businesses as well. #SmallBusinessSaturday https://t.co/JbiLm0xfOm"
